"Collection Name","Title#1","Title Type#1","Title#2","Title Type#2","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Name#4","Name Role Term Text#4","Name URI#4","Resource Type#1","Resource Type URI#1","Resource Type#2","Resource Type URI#2","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Genre#3","Genre URI#3","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Edition#1","Language Term#1","Language Term URI#1","Form#1","Form URI#1","Extent#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Form#2","Form URI#2","Abstract#1","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Name#10","Subject Name URI#10","Subject Name#11","Subject Name URI#11","Subject Name#12","Subject Name URI#12","Subject Name#13","Subject Name URI#13","Subject Name#14","Subject Name URI#14","Subject Name#15","Subject Name URI#15","Subject Name#16","Subject Name URI#16","Subject Name#17","Subject Name URI#17","Subject Name#18","Subject Name URI#18","Subject Name#19","Subject Name URI#19","Subject Name#2","Subject Name URI#2","Subject Name#20","Subject Name URI#20","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Genre#1","Subject Genre URI#1","Local Identifier#1","Persistent Identifier#1","Reference Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"University of Colorado Boulder History Collection","Map depicting accessible routes around the University of Colorado Boulder campus, 1989","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","facility access maps","local","","","Boulder (Colo.)","University of Colorado Boulder","approximately 1989","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","An untitled map with a building key and accessible routes around the University of Colorado Boulder campus. The map displays the locations for curb cuts, entrances, and pathways.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","Curb ramps","http://id.loc.gov/authorities/subjects/sh2019103218","People with disabilities--Services for","http://id.loc.gov/authorities/subjects/sh85058683","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMap1989.tif","https://ark.colorado.edu/ark:/47540/679m7n35x9x3","d1b7c9d3ec0b2b17e015798fefba32ef","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1 | Folder 5 | U183071195030","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","11","1255450","5443","narv_cuBoulderHistoryColl_campusMap1989.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~11~1255450"
"University of Colorado Boulder History Collection","Map of Boulder campus, 1951","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","Boulder (Colo.)","University of Colorado Boulder","[approximately 1951]","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map : black and white","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","Map depicting the University of Colorado Boulder campus. It includes keys for the location of campus offices and deans' offices.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_mapOfBoulderCampus1951.tif","https://ark.colorado.edu/ark:/47540/9c4d5c74v9s5","","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","25","1255428","5443","narv_cuBoulderHistoryColl_mapOfBoulderCampus1951.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~25~1255428"
"University of Colorado Boulder History Collection","Map of campus visitations and building abbreviations, 1985","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","Boulder (Colo.)","University of Colorado Boulder","1985","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","Map depicting the, ""University of Colorado at Boulder Building Abbreviations Campus Visitations Map.""","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_buildingAbbrevMap1985.tif","https://ark.colorado.edu/ark:/47540/6s0j0731w74c","9d6864a8f1a1870dfa9195ccdf7f62e0","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1 | Folder 5 | U183071195030","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","2","1255461","5443","narv_cuBoulderHistoryColl_buildingAbbrevMap1985.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~2~1255461"
"University of Colorado Boulder History Collection","Map of campus, University of Colorado Boulder, 1908","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","","","","1908","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","blueprints (reprographic copies)","http://vocab.getty.edu/page/aat/300028499","1 map","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","Blueprint of the University of Colorado Boulder campus in 1908.","Scale: 1"" = 100'","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMapBlueprint1908.tif","https://ark.colorado.edu/ark:/47540/fk1f2604z882","f93a4401ac77e63cd66cc7adc4c75924","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Oversize Roll 1 | U183071216771","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","14","1255446","5443","narv_cuBoulderHistoryColl_campusMapBlueprint1908.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~14~1255446"
"University of Colorado Boulder History Collection","Map of Campus, University of Colorado, 1911","Devised","","","[University of Colorado Boulder]","corporate","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","","","","1911","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map ; 30 x 36 in","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","vellum (paper)","http://vocab.getty.edu/page/aat/300250699","Map depicting the desination of buildings associated with the University of Colorado Boulder campus, primarily around the quadrangle.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMap1911.tif","https://ark.colorado.edu/ark:/47540/bs6v2392n12g","31bf37b4ea155892b27ba37e1a606452","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Oversize Roll 4 | U183071216802","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","5","1255464","5443","narv_cuBoulderHistoryColl_campusMap1911.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~5~1255464"
"University of Colorado Boulder History Collection","Map of campus, University of Colorado, 1921","Devised","","","[University of Colorado Boulder]","corporate","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","","","","1921","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","Map depicting the location of various University of Colorado Boulder campus buildings. The buildings are labled by number.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMap1921_edited.tif","https://ark.colorado.edu/ark:/47540/21753n72v059","","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","6","1255465","5443","narv_cuBoulderHistoryColl_campusMap1921_edited.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~6~1255465"
"University of Colorado Boulder History Collection","Map of the Boulder campus of the University of Colorado, 1955","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","Boulder (Colo.)","University of Colorado Boulder","1955","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","2 maps","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","","","Document that includes two maps. The first map is labeled, ""The Boulder Campus of the University of Colorado"" and includes keys for campus offices, deans' offices, directors' offices, and a legend of various halls and recreational buildings around campus. The second page is labeled, ""Residence Halls Area"" and depicts the various residence halls including: Baker, Libby, Brackett, Cockerell, Aden, Crosman, Reed, Hallett, Willard, Fleming, and Farrand.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","Dormitories","http://id.loc.gov/authorities/subjects/sh85039107","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_boulderCampusMap1955.pdf","https://ark.colorado.edu/ark:/47540/4t1t4m55r224","","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1","1255462","5443","narv_cuBoulderHistoryColl_boulderCampusMap1955.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~1~1255462"
"University of Colorado Boulder History Collection","Map of the University of Colorado Boulder campus with Williams Village, 1965","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","Boulder (Colo.)","University of Colorado Boulder","approximately 1965","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map : inset printed with black and red ink","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","Map depicting the location of various University of Colorado Boulder campus buildings. An inset map is in the top right corner depicting the location of Williams Village.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","Dormitories","http://id.loc.gov/authorities/subjects/sh85039107","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMap1965.tif","https://ark.colorado.edu/ark:/47540/6h3d0714z0wb","cc6f6e04c8d2b6bd0f1927f4f1fd55f4","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1 | Folder 3 | U183071195030","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","8","1255454","5443","narv_cuBoulderHistoryColl_campusMap1965.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~8~1255454"
"University of Colorado Boulder History Collection","Map of the University of Colorado Boulder campus, 1964","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","Parking maps","http://id.loc.gov/authorities/genreForms/gf2021026021","","","Boulder (Colo.)","University of Colorado Boulder","1964","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map : printed in black and red ink","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","A map for guests visiting the University of Colorado Boulder campus. It includes a key for visitor parking lots. It also includes a campus guide listing various buildings and residence halls around campus.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","Automobile parking","http://id.worldcat.org/fast/823104","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_welcomeToUniofCoMap1964.tif","https://ark.colorado.edu/ark:/47540/vb5j4r53d3bk","febc4f6b5404872094f06d11600a8f5c","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1 | Folder 3 | U183071195030","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","42","1255396","5443","narv_cuBoulderHistoryColl_welcomeToUniofCoMap1964.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~42~1255396"
"University of Colorado Boulder History Collection","Map of the University of Colorado Boulder campus, 1970s","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","Boulder (Colo.)","University of Colorado Boulder","approximately 1971","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","Untitled map of the University of Colorado Boulder campus, used by conference participants. Buildings used by the conference are labeled on the map including Norlin Library, earth sciences, science, museum, mathematics-physics, engineering, high altitude observatory, business, and the art and architecture building.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","Convention facilities","http://id.loc.gov/authorities/subjects/sh85031685","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMap1971.tif","https://ark.colorado.edu/ark:/47540/4c6p6c79m55r","debf0bb7998f73e759e19b2565eb1454","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1 | Folder 4 | U183071195030","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","9","1255453","5443","narv_cuBoulderHistoryColl_campusMap1971.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~9~1255453"
"University of Colorado Boulder History Collection","Map of the University of Colorado Boulder for conference participants, 1990","Devised","","","","","","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","","","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","","","","","Boulder (Colo.)","University of Colorado Boulder","approximately 1990","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","1 map : lavender paper with black and blue ink","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","","","A brief map of the University of Colorado Boulder campus, used by conference participants. Buildings highlighted by the conference are labeled in blue ink on the map including Kittredge Complex, Events Center, University Memorial Center, Koenig Alumni Center, Macky Auditorium, Old Main, College Inn Conference Center, and Hilton Harvest House.","","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","Convention facilities","http://id.loc.gov/authorities/subjects/sh85031685","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMap1990small.tif","https://ark.colorado.edu/ark:/47540/sw611k1574xj","eb8d8bd8229216128b25302e228b3bd6","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1 | Folder 6 | U183071195030","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","13","1255447","5443","narv_cuBoulderHistoryColl_campusMap1990small.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~13~1255447"
"University of Colorado Boulder History Collection","Men's residence halls guide at the University of Colorado Boulder","Devised","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","","","reference sources","http://vocab.getty.edu/page/aat/300163404","general information","http://vocab.getty.edu/page/aat/300419392","","","Boulder (Colo.)","University of Colorado Boulder. Men's Residence Halls Association","1962","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","pamphlets","http://vocab.getty.edu/page/aat/300220572","20 unnumbered pages","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","","","A pamphlet providing details to freshmen about navigating the dorms while living in the men's residence halls around the University of Colorado Boulder campus.","","Dormitories","http://id.worldcat.org/fast/896981","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","","","","","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_mensResidenceHalls1962.pdf","https://ark.colorado.edu/ark:/47540/7j7p9m97705p","","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","26","1255426","5443","narv_cuBoulderHistoryColl_mensResidenceHalls1962.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~26~1255426"
"University of Colorado Boulder History Collection","Ninth anniversary: University of Colorado","Proper","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","","","event programs (documents)","http://id.loc.gov/authorities/genreForms/gf2014026156","","","","","Boulder (Colo.)","University of Colorado Boulder","1886-06-02","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","programs (documents)","http://vocab.getty.edu/page/aat/300027240","4 unnumbered pages","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","","","A program for an event related to the ninth anniversary of the University of Colorado Boulder. The event includes prayer, music performances, conferring degrees, an address to medical students, and benediction.","","Commencement ceremonies","http://id.worldcat.org/fast/869276","Concert programs","http://id.worldcat.org/fast/872991","Anniversaries","http://id.worldcat.org/fast/809757","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","Bragdon, Hollis Illsey","local","CU Boulder","local","Lycan, Cora Emma","local","Pease, Clarence Howard","local","Sternberg, Emma Lorena","local","","","","","","","","","","","Noxon, Victor Irwin","local","","","Dorr, Catherine","local","Chase, Frederick Lincoln","local","Thompson, Elisabeth Ballard","local","Wolcott, Edward Corning","local","Kimball, J. H.","local","Rowland, Judson","local","Blake, Gustave Beauregard","local","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_ninthAnnUniversityOfColo.pdf","https://ark.colorado.edu/ark:/47540/392n2q93k8nb","230b433f0f8b62cf24b1c4ac5ff863bc","University of Colorado Boulder Libraries Archives","University of Colorado History collection | COU:2543 | Box 33 | Folder 1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","27","1255424","5443","narv_cuBoulderHistoryColl_ninthAnnUniversityOfColo.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~27~1255424"
"University of Colorado Boulder History Collection","Pamphlet and map about the University of Colorado Boulder, 1990s","Devised","","","CU Boulder Imaging Services","","local","","","","","","","","","","Cartographic","http://id.loc.gov/vocabulary/resourceTypes/car","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Campus maps","http://id.loc.gov/authorities/genreForms/gf2023026077","brochures","http://vocab.getty.edu/page/aat/300248280","","","Boulder (Colo.)","University of Colorado Boulder","approximately 1990","","2025","","English","https://id.loc.gov/vocabulary/iso639-2/eng.html","prints (visual works)","http://vocab.getty.edu/page/aat/300041273","5 pages : map and pamphlet printed in auburn ink","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","","","A pamphlet containing a map depicting the University of Colorado Boulder campus. The document also contains information about the campus including parking, tours, dining, libraries, student population, faculty statistics, admission, housing, academic programs, and various centers that hold events. The pamphlet was printed by the Publications and Printing Services on campus.","[Cataloger's note: Pamphlet states, ""Printed 1/02"" at the bottom of the last page. Unsure if this indicates an edition number, or date when it was printed.]","Universities and colleges--Admission","http://id.loc.gov/authorities/subjects/sh85141091","College campuses","http://id.loc.gov/authorities/subjects/sh2006002824","School buildings","http://id.loc.gov/authorities/subjects/sh85118278","College buildings","http://id.loc.gov/authorities/subjects/sh85141097","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","CU Boulder","local","","","","","","","","","","","","","","","","","Boulder (Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/7013446","","","","","narv_cuBoulderHistoryColl_campusMap1990.pdf","https://ark.colorado.edu/ark:/47540/5k859q62v3b0","6d0f96b1f05477052bb25bd88ce7d3be","University of Colorado Boulder Libraries Archives","University of Colorado Boulder campus maps | COU:2290 | Box 1 | Folder 6 | U183071195030","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","12","1255448","5443","narv_cuBoulderHistoryColl_campusMap1990.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~58~58~12~1255448"
